gene_id,gene_symbol,chr,gene_length
gene_778,ANXA7,chr10,3138
gene_779,ANXA8L1,,
gene_780,ANXA8L2,chr10,4591
gene_781,ANXA8,chr10,10125
gene_782,ANXA9,chr1,1824
gene_783,AOAH,chr7,2991
gene_784,AOC2,chr17,2870
gene_785,AOC3,chr17,4351
gene_786,AOX1,chr2,5128
gene_787,AOX2P,chr2,4956
gene_788,AP1AR,chr4,3219
gene_789,AP1B1,chr22,7652
gene_790,AP1G1,chr16,8180
gene_791,AP1G2,chr14,6402
gene_792,AP1M1,chr19,2391
gene_793,AP1M2,chr19,1900
gene_794,AP1S1,chr7,1297
gene_795,AP1S2,chrX,4283
gene_796,AP1S3,chr2,4215
gene_797,AP2A1,chr19,6898
gene_798,AP2A2,chr11,6388
gene_799,AP2B1,chr17,6243
gene_800,AP2M1,chr3,3592
gene_801,AP2S1,chr19,890
gene_802,AP3B1,chr5,4353
gene_803,AP3B2,chr15,4883
gene_804,AP3D1,chr19,5350
gene_805,AP3M1,chr10,5690
gene_806,AP3M2,chr8,4084
gene_807,AP3S1,chr5,1325
gene_808,AP3S2,chr15,6141
gene_809,AP4B1,chr1,7452
gene_810,AP4E1,chr15,7146
gene_811,AP4M1,chr7,2986
gene_812,AP4S1,chr14,6335
gene_813,APAF1,chr12,7348
gene_814,APBA1,chr9,6584
gene_815,APBA2,chr15,6045
gene_816,APBA3,chr19,2761
gene_817,APBB1IP,chr10,4371
gene_818,APBB1,chr11,6692
gene_819,APBB2,chr4,9783
gene_820,APBB3,chr5,4602
gene_821,APC2,chr19,13327
gene_822,APCDD1L,chr20,3283
gene_823,APCDD1,chr18,2562
gene_824,APCS,chr1,931
gene_825,APC,chr5,11402
gene_826,APEH,chr3,2988
gene_827,APEX1,chr14,2218
gene_828,APEX2,chrX,2095
gene_829,APH1A,chr1,3221
gene_830,APH1B,chr15,4257
gene_831,API5,chr11,6397
gene_832,APIP,chr11,1611
gene_833,APITD1,chr1,1243
gene_834,APLF,chr2,5362
gene_835,APLNR,chr11,5819
gene_836,APLN,chrX,3224
gene_837,APLP1,chr19,2870
gene_838,APLP2,chr11,4155
gene_839,APOA1BP,chr1,2562
gene_840,APOA1,chr11,897
gene_841,APOA2,chr1,473
gene_842,APOA4,chr11,1460
gene_843,APOA5,chr11,3683
gene_844,APOB48R,chr16,6458
gene_845,APOBEC1,chr12,892
gene_846,APOBEC2,chr6,2030
gene_847,APOBEC3A,chr22,1535
gene_848,APOBEC3B,chr22,1758
gene_849,APOBEC3C,chr22,1109
gene_850,APOBEC3D,chr22,3105
gene_851,APOBEC3F,chr22,6248
gene_852,APOBEC3G,chr22,3710
gene_853,APOBEC3H,chr22,1519
gene_854,APOBEC4,chr1,2778
gene_855,APOB,chr2,14121
gene_856,APOC1P1,chr19,1183
gene_857,APOC1,chr19,842
gene_858,APOC2,chr19,944
gene_859,APOC3,chr11,533
gene_860,APOC4,,
gene_861,APOD,chr3,1905
gene_862,APOE,chr19,1180
gene_863,APOF,chr12,1689
gene_864,APOH,chr17,1201
gene_865,APOL1,chr22,4983
gene_866,APOL2,chr22,3014
gene_867,APOL3,chr22,4430
gene_868,APOL4,chr22,6983
gene_869,APOL5,chr22,1437
gene_870,APOL6,chr22,11485
gene_871,APOLD1,chr12,4825
gene_872,APOM,chr6,1065
gene_873,APOOL,chrX,6467
gene_874,APOO,chrX,1292
gene_875,APPBP2,chr17,6468
gene_876,APPL1,chr3,6394
gene_877,APPL2,chr12,3927
gene_878,APP,chr21,4480
gene_879,APRT,chr16,1045
gene_880,APTX,chr9,4569
gene_881,AQP10,chr1,1791
gene_882,AQP11,chr11,2526
gene_883,AQP12A,chr2,3653
gene_884,AQP12B,chr2,3683
gene_885,AQP1,chr7,4366
gene_886,AQP2,chr12,4179
gene_887,AQP3,chr9,4608
gene_888,AQP4,chr18,5632
gene_889,AQP5,chr12,1825
gene_890,AQP6,chr12,7018
gene_891,AQP7P1,chr9,4872
gene_892,AQP7P3,chr9,529
gene_893,AQP7,chr9,3008
gene_894,AQP8,chr16,1308
gene_895,AQP9,chr15,3107
gene_896,AQPEP,chr5,5407
gene_897,AQR,chr15,5080
gene_898,ARAF,chrX,4247
gene_899,ARAP1,chr11,7283
gene_900,ARAP2,chr4,10033
gene_901,ARAP3,chr5,7768
gene_902,ARCN1,chr11,4179
gene_903,ARC,chr8,2948
gene_904,AREG,chr4,2476
gene_905,ARF1,chr1,2507
gene_906,ARF3,chr12,3537
gene_907,ARF4,chr3,1740
gene_908,ARF5,chr7,1749
gene_909,ARF6,chr14,3939
gene_910,ARFGAP1,chr20,5832
gene_911,ARFGAP2,chr11,3573
gene_912,ARFGAP3,chr22,2833
gene_913,ARFGEF1,chr8,13047
gene_914,ARFGEF2,chr20,9081
gene_915,ARFIP1,chr4,3222
gene_916,ARFIP2,chr11,4995
gene_917,ARFRP1,chr20,5552
gene_918,ARG1,chr6,2238
gene_919,ARG2,chr14,1980
gene_920,ARGFXP2,chr17,1204
gene_921,ARGFX,chr3,5065
gene_922,ARGLU1,chr13,4574
gene_923,ARHGAP10,chr4,4625
gene_924,ARHGAP11A,chr15,6282
gene_925,ARHGAP11B,chr15,1876
gene_926,ARHGAP12,chr10,5539
gene_927,ARHGAP15,chr2,2310
gene_928,ARHGAP17,chr16,8440
gene_929,ARHGAP18,chr6,3776
gene_930,ARHGAP19,chr10,5660
gene_931,ARHGAP1,chr11,5558
gene_932,ARHGAP20,chr11,9076
gene_933,ARHGAP21,chr10,8664
gene_934,ARHGAP22,chr10,5725
gene_935,ARHGAP23,chr17,5929
gene_936,ARHGAP24,chr4,6588
gene_937,ARHGAP25,chr2,5656
gene_938,ARHGAP26,chr5,9152
gene_939,ARHGAP27,chr17,6546
gene_940,ARHGAP28,chr18,9351
gene_941,ARHGAP29,chr1,17572
gene_942,ARHGAP30,chr1,7344
gene_943,ARHGAP31,chr3,8079
gene_944,ARHGAP32,chr11,19443
gene_945,ARHGAP33,chr19,6586
gene_946,ARHGAP36,chrX,3544
gene_947,ARHGAP39,chr8,5267
gene_948,ARHGAP42,chr11,5127
gene_949,ARHGAP4,chrX,3422
gene_950,ARHGAP5,chr14,9820
gene_951,ARHGAP6,chrX,6823
gene_952,ARHGAP8,chr22,3759
gene_953,ARHGAP9,chr12,4906
gene_954,ARHGDIA,chr17,3408
gene_955,ARHGDIB,chr12,1216
gene_956,ARHGDIG,chr16,1307
gene_957,ARHGEF10L,chr1,10556
gene_958,ARHGEF10,chr8,10675
gene_959,ARHGEF11,chr1,7331
gene_960,ARHGEF12,chr11,10324
gene_961,ARHGEF15,chr17,6287
gene_962,ARHGEF16,chr1,4710
gene_963,ARHGEF17,chr11,7813
gene_964,ARHGEF18,chr19,9023
gene_965,ARHGEF19,chr1,3154
gene_966,ARHGEF1,chr19,6687
gene_967,ARHGEF2,chr1,5743
gene_968,ARHGEF33,chr2,4304
gene_969,ARHGEF35,chr7,2474
gene_970,ARHGEF37,chr5,4865
gene_971,ARHGEF38,chr4,6239
gene_972,ARHGEF3,chr3,6080
gene_973,ARHGEF4,chr2,9948
gene_974,ARHGEF5,chr7,6180
gene_975,ARHGEF6,chrX,5707
gene_976,ARHGEF7,chr13,11108
gene_977,ARHGEF9,chrX,8326
gene_978,ARID1A,chr1,9623
gene_979,ARID1B,chr6,13620
gene_980,ARID2,chr12,11910
gene_981,ARID3A,chr19,2810
gene_982,ARID3B,chr15,6329
gene_983,ARID3C,chr9,1239
gene_984,ARID4A,chr14,6179
gene_985,ARID4B,chr1,12550
gene_986,ARID5A,chr2,3182
gene_987,ARID5B,chr10,8565
gene_988,ARIH1,chr15,5251
gene_989,ARIH2,chr3,5408
gene_990,ARL10,chr5,3559
gene_991,ARL11,chr13,3760
gene_992,ARL13A,chrX,1807
gene_993,ARL13B,chr3,6445
gene_994,ARL14,chr3,1288
gene_995,ARL15,chr5,2545
gene_996,ARL16,chr17,1976
gene_997,ARL17A,chr17,13220
gene_998,ARL17B,,
gene_999,ARL1,chr12,3404
gene_1000,ARL2BP,chr16,3221
gene_1001,ARL2,chr11,1995
gene_1002,ARL3,chr10,3874
gene_1003,ARL4A,chr7,6193
gene_1004,ARL4C,chr2,4008
gene_1005,ARL4D,chr17,1585
gene_1006,ARL5A,chr2,4216
gene_1007,ARL5B,chr10,3589
gene_1008,ARL5C,chr17,2064
gene_1009,ARL6IP1,chr16,2436
gene_1010,ARL6IP4,chr12,3049
gene_1011,ARL6IP5,chr3,2128
gene_1012,ARL6IP6,chr2,3481
gene_1013,ARL6,chr3,2040
gene_1014,ARL8A,chr1,1795
gene_1015,ARL8B,chr3,3039
gene_1016,ARL9,chr4,836
gene_1017,ARMC10,chr7,2634
gene_1018,ARMC1,chr8,3042
gene_1019,ARMC2,chr6,3413
gene_1020,ARMC3,chr10,4965
gene_1021,ARMC4,chr10,4353
gene_1022,ARMC5,chr16,9195
gene_1023,ARMC6,chr19,3097
gene_1024,ARMC7,chr17,2553
gene_1025,ARMC8,chr3,7800
gene_1026,ARMC9,chr2,5287
gene_1027,ARMCX1,chrX,2184
gene_1028,ARMCX2,chrX,3671
gene_1029,ARMCX3,chrX,3614
gene_1030,ARMCX5,chrX,3751
gene_1031,ARMCX6,chrX,2674
gene_1032,ARMS2,chr10,808
gene_1033,ARNT2,chr15,7312
gene_1034,ARNTL2,chr12,7694
gene_1035,ARNTL,chr11,3826
gene_1036,ARNT,chr1,5474
gene_1037,ARPC1A,chr7,2299
gene_1038,ARPC1B,chr7,1531
gene_1039,ARPC2,chr2,3046
gene_1040,ARPC3,chr12,884
gene_1041,ARPC4,chr3,2313
gene_1042,ARPC5L,chr9,1025
gene_1043,ARPC5,chr1,2159
gene_1044,ARPM1,chr3,2003
gene_1045,ARPP19,chr15,5269
gene_1046,ARPP21,chr3,7431
gene_1047,ARR3,chrX,1443
gene_1048,ARRB1,chr11,7522
gene_1049,ARRB2,chr17,2277
gene_1050,ARRDC1,chr9,4654
gene_1051,ARRDC2,chr19,2942
gene_1052,ARRDC3,chr5,4161
gene_1053,ARRDC4,chr15,4113
gene_1054,ARRDC5,chr19,1638
gene_1055,ARSA,chr22,6055
gene_1056,ARSB,chr5,7342
gene_1057,ARSD,chrX,5527
gene_1058,ARSE,chrX,2603
gene_1059,ARSF,chrX,2349
gene_1060,ARSG,chr17,3255
gene_1061,ARSH,chrX,1689
gene_1062,ARSI,chr5,3167
gene_1063,ARSJ,chr4,7287
gene_1064,ARSK,chr5,4301
gene_1065,ART1,chr11,1464
gene_1066,ART3,chr4,2523
gene_1067,ART4,chr12,2237
gene_1068,ART5,chr11,2818
gene_1069,ARTN,chr1,2691
gene_1070,ARV1,chr1,1726
gene_1071,ARVCF,chr22,4351
gene_1072,ARX,chrX,2874
gene_1073,AR,chrX,12577
gene_1074,AS3MT,chr10,2646
gene_1075,ASAH1,chr8,2962
gene_1076,ASAH2B,chr10,847
gene_1077,ASAH2,chr10,2418
gene_1078,ASAM,chr11,2630
gene_1079,ASAP1IT1,chr8,1179
gene_1080,ASAP1,chr8,6355
gene_1081,ASAP2,chr2,5717
gene_1082,ASAP3,chr1,4943
gene_1083,ASB10,chr7,2315
gene_1084,ASB11,chrX,3153
gene_1085,ASB12,chrX,2150
gene_1086,ASB13,chr10,3094
gene_1087,ASB14,chr3,3806
gene_1088,ASB15,chr7,3121
gene_1089,ASB16,chr17,2342
gene_1090,ASB17,chr1,1325
gene_1091,ASB18,chr2,1737
gene_1092,ASB1,chr2,6833
gene_1093,ASB2,chr14,5297
gene_1094,ASB3,chr2,3317
gene_1095,ASB4,chr7,4813
gene_1096,ASB5,chr4,3244
gene_1097,ASB6,chr9,5608
gene_1098,ASB7,chr15,5736
gene_1099,ASB8,chr12,2771
gene_1100,ASB9,chrX,2701
gene_1101,ASCC1,chr10,3631
gene_1102,ASCC2,chr22,3164
gene_1103,ASCC3,chr6,11599
gene_1104,ASCL1,chr12,2484
gene_1105,ASCL2,chr11,1849
gene_1106,ASCL3,chr11,650
gene_1107,ASCL4,chr12,2260
gene_1108,ASF1A,chr6,2508
gene_1109,ASF1B,chr19,1731
gene_1110,ASFMR1,chrX,5284
gene_1111,ASGR1,chr17,2013
gene_1112,ASGR2,chr17,2594
gene_1113,ASH1L,chr1,12022
gene_1114,ASH2L,chr8,3301
gene_1115,ASIP,chr20,584
gene_1116,ASL,chr7,3519
gene_1117,ASMTL,chrX,4556
gene_1118,ASMT,chrX,3252
gene_1119,ASNA1,chr19,1280
gene_1120,ASNSD1,chr2,2471
gene_1121,ASNS,chr7,3127
gene_1122,ASPA,chr17,1745
gene_1123,ASPDH,chr19,1257
gene_1124,ASPG,chr14,2942
gene_1125,ASPHD1,chr16,1801
gene_1126,ASPHD2,chr22,3313
gene_1127,ASPH,chr8,12072
gene_1128,ASPM,chr1,13541
gene_1129,ASPN,chr9,2524
gene_1130,ASPRV1,chr2,2174
gene_1131,ASPSCR1,chr17,2407
gene_1132,ASRGL1,chr11,4071
gene_1133,ASS1,chr9,2290
gene_1134,ASTE1,chr3,2858
gene_1135,ASTL,chr2,1296
gene_1136,ASTN1,chr1,9479
gene_1137,ASTN2,chr9,9380
gene_1138,ASXL1,chr20,7522
gene_1139,ASXL2,chr2,9013
gene_1140,ASXL3,chr18,7807
gene_1141,ASZ1,chr7,1952
gene_1142,ATAD1,chr10,3566
gene_1143,ATAD2B,chr2,9236
gene_1144,ATAD2,chr8,7274
gene_1145,ATAD3A,chr1,2909
gene_1146,ATAD3B,chr1,4181
gene_1147,ATAD3C,chr1,3859
gene_1148,ATAD5,chr17,6458
gene_1149,ATCAY,chr19,5171
gene_1150,ATE1,chr10,2694
gene_1151,ATF1,chr12,2657
gene_1152,ATF2,chr2,7644
gene_1153,ATF3,chr1,5660
gene_1154,ATF4,chr22,3855
gene_1155,ATF5,chr19,2533
gene_1156,ATF6B,chr6,4261
gene_1157,ATF6,chr1,10304
gene_1158,ATF7IP2,chr16,3708
gene_1159,ATF7IP,chr12,8290
gene_1160,ATF7,chr12,8037
gene_1161,ATG10,chr5,3354
gene_1162,ATG12,chr5,4562
gene_1163,ATG16L1,chr2,3917
gene_1164,ATG16L2,chr11,6633
gene_1165,ATG2A,chr11,6820
gene_1166,ATG2B,chr14,11099
gene_1167,ATG3,chr3,3463
gene_1168,ATG4A,chrX,2697
gene_1169,ATG4B,chr2,4739
gene_1170,ATG4C,chr1,2844
gene_1171,ATG4D,chr19,3006
gene_1172,ATG5,chr6,3476
gene_1173,ATG7,chr3,5051
gene_1174,ATG9A,chr2,5123
gene_1175,ATG9B,chr7,5472
gene_1176,ATHL1,chr11,4874
gene_1177,ATIC,chr2,2718
gene_1178,ATL1,chr14,3545
gene_1179,ATL2,chr2,5023
gene_1180,ATL3,chr11,2779
gene_1181,ATMIN,chr16,6117
gene_1182,ATM,chr11,16634
gene_1183,ATN1,chr12,7929
gene_1184,ATOH1,chr4,1065
gene_1185,ATOH7,chr10,1519
gene_1186,ATOH8,chr2,8459
gene_1187,ATOX1,chr5,489
gene_1188,ATP10A,chr15,5865
gene_1189,ATP10B,chr5,10031
gene_1190,ATP10D,chr4,7911
gene_1191,ATP11A,chr13,14660
gene_1192,ATP11B,chr3,8733
gene_1193,ATP11C,chrX,6275
gene_1194,ATP12A,chr13,4003
gene_1195,ATP13A1,chr19,6402
gene_1196,ATP13A2,chr1,5237
gene_1197,ATP13A3,chr3,9315
gene_1198,ATP13A4,chr3,5597
gene_1199,ATP13A5,chr3,3657
gene_1200,ATP1A1,chr1,5972
gene_1201,ATP1A2,chr1,6596
gene_1202,ATP1A3,chr19,4617
gene_1203,ATP1A4,chr1,6105
gene_1204,ATP1B1,chr1,2200
gene_1205,ATP1B2,chr17,3332
gene_1206,ATP1B3,chr3,1965
gene_1207,ATP1B4,chrX,5186
gene_1208,ATP2A1,chr16,3695
gene_1209,ATP2A2,chr12,9979
gene_1210,ATP2A3,chr17,7522
gene_1211,ATP2B1,chr12,7085
gene_1212,ATP2B2,chr3,9968
gene_1213,ATP2B3,chrX,6849
gene_1214,ATP2B4,chr1,9435
gene_1215,ATP2C1,chr3,7913
gene_1216,ATP2C2,chr16,5548
gene_1217,ATP4A,chr19,4116
gene_1218,ATP4B,chr13,2132
gene_1219,ATP5A1,chr18,3726
gene_1220,ATP5B,chr12,1843
gene_1221,ATP5C1,chr10,1917
gene_1222,ATP5D,chr19,1211
gene_1223,ATP5EP2,chr13,368
gene_1224,ATP5E,chr20,439
gene_1225,ATP5F1,chr1,2598
gene_1226,ATP5G1,chr17,701
gene_1227,ATP5G2,chr12,1554
gene_1228,ATP5G3,chr2,5941
gene_1229,ATP5H,chr17,622
gene_1230,ATP5I,chr4,680
gene_1231,ATP5J2,chr7,584
gene_1232,ATP5J,chr21,3186
gene_1233,ATP5L2,chr22,799
gene_1234,ATP5L,chr11,1391
gene_1235,ATP5O,chr21,1395
gene_1236,ATP5SL,chr19,2976
gene_1237,ATP5S,chr14,2816
gene_1238,ATP6AP1L,chr5,2028
gene_1239,ATP6AP1,chrX,5039
gene_1240,ATP6AP2,chrX,3191
gene_1241,ATP6V0A1,chr17,5779
gene_1242,ATP6V0A2,chr12,6985
gene_1243,ATP6V0A4,chr7,3357
gene_1244,ATP6V0B,chr1,3170
gene_1245,ATP6V0C,chr16,1334
gene_1246,ATP6V0D1,chr16,2009
gene_1247,ATP6V0D2,chr8,2370
gene_1248,ATP6V0E1,chr5,882
gene_1249,ATP6V0E2,chr7,3028
gene_1250,ATP6V1A,chr3,4645
gene_1251,ATP6V1B1,chr2,4044
gene_1252,ATP6V1B2,chr8,3044
gene_1253,ATP6V1C1,chr8,5824
gene_1254,ATP6V1C2,chr2,3240
gene_1255,ATP6V1D,chr14,1806
gene_1256,ATP6V1E1,chr22,1405
gene_1257,ATP6V1E2,chr2,1979
gene_1258,ATP6V1F,chr7,817
gene_1259,ATP6V1G1,chr9,1611
gene_1260,ATP6V1G2,chr6,2932
gene_1261,ATP6V1G3,chr1,696
gene_1262,ATP6V1H,chr8,2848
gene_1263,ATP7A,chrX,14245
gene_1264,ATP7B,chr13,9504
gene_1265,ATP8A1,chr4,8342
gene_1266,ATP8A2,chr13,6007
gene_1267,ATP8B1,chr18,5937
gene_1268,ATP8B2,chr1,6777
gene_1269,ATP8B3,chr19,8333
gene_1270,ATP8B4,chr15,9258
gene_1271,ATP8B5P,chr9,7889
gene_1272,ATP9A,chr20,7718
gene_1273,ATP9B,chr18,11157
gene_1274,ATPAF1,chr1,2152
gene_1275,ATPAF2,chr17,3785
gene_1276,ATPBD4,chr15,4053
gene_1277,ATPIF1,chr1,2631
gene_1278,ATRIP,chr3,6029
gene_1279,ATRNL1,chr10,9632
gene_1280,ATRN,chr20,8848
gene_1281,ATRX,chrX,14401
gene_1282,ATR,chr3,12247
gene_1283,ATXN10,chr22,3480
gene_1284,ATXN1L,chr16,7886
gene_1285,ATXN1,chr6,13151
gene_1286,ATXN2L,chr16,6686
gene_1287,ATXN2,chr12,10608
gene_1288,ATXN3L,chrX,1751
gene_1289,ATXN3,chr14,8167
gene_1290,ATXN7L1,chr7,12077
gene_1291,ATXN7L2,chr1,3664
gene_1292,ATXN7L3B,chr12,3682
gene_1293,ATXN7L3,chr17,3722
gene_1294,ATXN7,chr3,9486
gene_1295,ATXN8OS,chr13,1472
gene_1296,AUH,chr9,2003
gene_1297,AUP1,chr2,3850
gene_1298,AURKAIP1,chr1,1464
gene_1299,AURKAPS1,chr1,1537
gene_1300,AURKA,chr20,2889
gene_1301,AURKB,chr17,1876
gene_1302,AURKC,chr19,1504
gene_1303,AUTS2,chr7,6766
gene_1304,AVEN,chr15,1531
gene_1305,AVIL,chr12,4192
gene_1306,AVL9,chr7,3050
gene_1307,AVPI1,chr10,1687
gene_1308,AVPR1A,chr12,7831
gene_1309,AVPR1B,chr1,1773
gene_1310,AVPR2,chrX,4121
gene_1311,AVP,chr20,619
gene_1312,AWAT1,chrX,1399
gene_1313,AWAT2,chrX,2124
gene_1314,AXIN1,chr16,3660
gene_1315,AXIN2,chr17,5078
gene_1316,AXL,chr19,4986
gene_1317,AZGP1,chr7,1265
gene_1318,AZI1,chr17,4348
gene_1319,AZI2,chr3,4660
gene_1320,AZIN1,chr8,4348
gene_1321,AZU1,chr19,912
gene_1322,B2M,chr15,2114
gene_1323,B3GALNT1,chr3,4807
gene_1324,B3GALNT2,chr1,5690
gene_1325,B3GALT1,chr2,2168
gene_1326,B3GALT2,chr1,3548
gene_1327,B3GALT4,chr6,1686
gene_1328,B3GALT5,chr21,3866
gene_1329,B3GALT6,chr1,2792
gene_1330,B3GALTL,chr13,4601
gene_1331,B3GAT1,chr11,4134
gene_1332,B3GAT2,chr6,2241
gene_1333,B3GAT3,chr11,2156
gene_1334,B3GNT1,chr11,2070
gene_1335,B3GNT2,chr2,2749
gene_1336,B3GNT3,chr19,3970
gene_1337,B3GNT4,chr12,1504
gene_1338,B3GNT5,chr3,4761
gene_1339,B3GNT6,chr11,2498
gene_1340,B3GNT7,chr2,3625
gene_1341,B3GNT8,chr19,1874
gene_1342,B3GNT9,chr16,2705
gene_1343,B3GNTL1,chr17,3710
gene_1344,B4GALNT1,chr12,5361
gene_1345,B4GALNT2,chr17,2110
gene_1346,B4GALNT3,chr12,5896
gene_1347,B4GALNT4,chr11,3454
gene_1348,B4GALT1,chr9,4199
gene_1349,B4GALT2,chr1,2617
gene_1350,B4GALT3,chr1,3956
gene_1351,B4GALT4,chr3,7288
gene_1352,B4GALT5,chr20,4727
gene_1353,B4GALT6,chr18,4930
gene_1354,B4GALT7,chr5,2409
gene_1355,B9D1,chr17,2520
gene_1356,B9D2,chr19,1031
gene_1357,BAALC,chr8,3113
gene_1358,BAAT,chr9,3528
gene_1359,BACE1,chr11,6197
gene_1360,BACE2,chr21,2993
gene_1361,BACH1,chr21,6731
gene_1362,BACH2,chr6,11202
gene_1363,BAD,chr11,1915
gene_1364,BAG1,chr9,4172
gene_1365,BAG2,chr6,2271
gene_1366,BAG3,chr10,3604
gene_1367,BAG4,chr8,4464
gene_1368,BAG5,chr14,5473
gene_1369,BAGE2,,
gene_1370,BAGE,chr21,1135
gene_1371,BAHCC1,chr17,10721
gene_1372,BAHD1,chr15,5243
gene_1373,BAI1,chr8,5528
gene_1374,BAI2,chr1,7317
gene_1375,BAI3,chr6,5861
gene_1376,BAIAP2L1,chr7,3670
gene_1377,BAIAP2L2,chr22,2145
gene_1378,BAIAP2,chr17,8165
gene_1379,BAIAP3,chr16,5465
gene_1380,BAK1,chr6,2549
gene_1381,BAMBI,chr10,1724
gene_1382,BANF1,chr11,1587
gene_1383,BANF2,chr20,640
gene_1384,BANK1,chr4,4001
gene_1385,BANP,chr16,3369
gene_1386,BAP1,chr3,4136
gene_1387,BARD1,chr2,3230
gene_1388,BARHL1,chr9,1907
gene_1389,BARHL2,chr1,1496
gene_1390,BARX1,chr9,2018
gene_1391,BARX2,chr11,1767
gene_1392,BASE,chr20,1476
gene_1393,BASP1,chr5,1963
gene_1394,BAT1,chr6,7078
gene_1395,BAT2L1,chr9,12587
gene_1396,BAT2L2,chr1,11017
gene_1397,BAT2,chr6,7565
gene_1398,BAT3,chr6,4765
gene_1399,BAT4,chr6,4444
gene_1400,BAT5,chr6,3409
gene_1401,BATF2,chr11,2221
gene_1402,BATF3,chr1,981
gene_1403,BATF,chr14,940
gene_1404,BAX,chr19,1589
gene_1405,BAZ1A,chr14,6457
gene_1406,BAZ1B,chr7,6115
gene_1407,BAZ2A,chr12,10651
gene_1408,BAZ2B,chr2,13607
gene_1409,BBC3,chr19,2095
gene_1410,BBOX1,chr11,2595
gene_1411,BBS10,chr12,3583
gene_1412,BBS12,chr4,3432
gene_1413,BBS1,chr11,6539
gene_1414,BBS2,chr16,7186
gene_1415,BBS4,chr15,3534
gene_1416,BBS5,chr2,3157
gene_1417,BBS7,chr4,5125
gene_1418,BBS9,chr7,6277
gene_1419,BBX,chr3,9608
gene_1420,BCAM,chr19,3694
gene_1421,BCAN,chr1,4695
gene_1422,BCAP29,chr7,6098
gene_1423,BCAP31,chrX,2532
gene_1424,BCAR1,chr16,7301
gene_1425,BCAR3,chr1,4727
gene_1426,BCAR4,chr16,1513
gene_1427,BCAS1,chr20,5017
gene_1428,BCAS2,chr1,1301
gene_1429,BCAS3,chr17,5446
gene_1430,BCAS4,chr20,1732
gene_1431,BCAT1,chr12,10227
gene_1432,BCAT2,chr19,4653
gene_1433,BCCIP,chr10,4328
gene_1434,BCDIN3D,chr12,3249
gene_1435,BCHE,chr3,2447
gene_1436,BCKDHA,chr19,3321
gene_1437,BCKDHB,chr6,4157
gene_1438,BCKDK,chr16,3051
gene_1439,BCL10,chr1,3104
gene_1440,BCL11A,chr2,12605
gene_1441,BCL11B,chr14,8181
gene_1442,BCL2A1,chr15,943
gene_1443,BCL2L10,chr15,887
gene_1444,BCL2L11,chr2,6439
gene_1445,BCL2L12,chr19,2136
gene_1446,BCL2L13,chr22,6382
gene_1447,BCL2L14,chr12,2989
gene_1448,BCL2L15,chr1,7940
gene_1449,BCL2L1,chr20,3897
gene_1450,BCL2L2,chr14,3835
gene_1451,BCL2,chr18,8834
gene_1452,BCL3,chr19,1864
gene_1453,BCL6B,chr17,3570
gene_1454,BCL6,chr3,4135
gene_1455,BCL7A,chr12,3836
gene_1456,BCL7B,chr7,2935
gene_1457,BCL7C,chr16,1058
gene_1458,BCL8,chr15,3255
gene_1459,BCL9L,chr11,8109
gene_1460,BCL9,chr1,7450
gene_1461,BCLAF1,chr6,9216
gene_1462,BCMO1,chr16,2828
gene_1463,BCO2,chr11,5560
gene_1464,BCORL1,chrX,7349
gene_1465,BCORL2,chrY,3668
gene_1466,BCOR,chrX,10452
gene_1467,BCR,chr22,9740
gene_1468,BCS1L,chr2,2770
gene_1469,BCYRN1,chrX,180
gene_1470,BDH1,chr3,3689
gene_1471,BDH2,chr4,2920
gene_1472,BDKRB1,chr14,1301
gene_1473,BDKRB2,chr14,10927
gene_1474,BDNFOS,chr11,4587
gene_1475,BDNF,chr11,13224
gene_1476,BDP1,chr5,13956
gene_1477,BEAN,chr16,5497
gene_1478,BECN1,chr17,3099
gene_1479,BEGAIN,chr14,3115
gene_1480,BEND2,chrX,4900
gene_1481,BEND3,chr6,6660
gene_1482,BEND4,chr4,9357
gene_1483,BEND5,chr1,1795
gene_1484,BEND6,chr6,5743
gene_1485,BEND7,chr10,10253
gene_1486,BEST1,chr11,6190
gene_1487,BEST2,chr19,1910
gene_1488,BEST3,chr12,5343
gene_1489,BEST4,chr1,2096
gene_1490,BET1L,chr11,5559
gene_1491,BET1,chr7,6299
gene_1492,BET3L,chr6,1511
gene_1493,BEX1,chrX,862
gene_1494,BEX2,chrX,1757
gene_1495,BEX4,chrX,1282
gene_1496,BEX5,chrX,1017
gene_1497,BEYLA,chr8,2896
gene_1498,BFAR,chr16,3043
gene_1499,BFSP1,chr20,3008
gene_1500,BFSP2,chr3,1626
gene_1501,BGLAP,chr1,545
gene_1502,BGN,chrX,2444
gene_1503,BHLHA15,chr7,1274
gene_1504,BHLHB9,chrX,4539
gene_1505,BHLHE22,chr8,3397
gene_1506,BHLHE23,chr20,1057
gene_1507,BHLHE40,chr3,3481
gene_1508,BHLHE41,chr12,3780
gene_1509,BHMT2,chr5,2651
gene_1510,BHMT,chr5,2500
gene_1511,BICC1,chr10,3604
gene_1512,BICD1,chr12,4459
gene_1513,BICD2,chr9,8726
gene_1514,BID,chr22,2755
gene_1515,BIK,chr22,953
gene_1516,BIN1,chr2,2948
gene_1517,BIN2,chr12,3128
gene_1518,BIN3,chr8,1847
gene_1519,BIRC2,chr11,5017
gene_1520,BIRC3,chr11,6912
gene_1521,BIRC5,chr17,3386
gene_1522,BIRC6,chr2,15702
